Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,Background,label
0,0,68,76,0,0,0,0,80,0,0,56,64,16,64,24,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,52,64,20,80,16,0,0,0,unknow
0,0,0,0,0,0,0,0,80,0,0,52,64,24,76,16,0,0,0,unknow
0,0,0,0,0,0,0,0,80,0,0,52,64,20,60,28,0,0,0,unknow
0,0,68,76,0,0,0,0,80,4,0,56,64,16,68,28,0,0,0,unknow
0,0,68,76,0,0,0,0,84,4,0,52,64,16,76,72,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,52,64,20,68,20,0,0,0,unknow
0,0,0,0,0,0,0,0,0,0,0,52,68,20,76,28,0,0,0,unknow
0,0,0,0,0,0,0,0,80,4,0,52,64,16,64,24,0,0,0,unknow
0,0,68,76,0,0,0,0,80,0,0,56,64,16,44,24,0,0,0,unknow
0,0,0,0,0,0,0,0,0,0,0,48,64,20,64,24,0,0,0,unknow
0,0,0,0,0,0,0,0,0,0,0,48,64,20,68,28,0,0,0,unknow
0,0,0,0,0,0,0,0,80,0,0,56,64,20,76,36,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,52,64,20,68,20,0,0,0,unknow
0,0,0,0,0,0,0,0,80,0,0,52,64,16,64,20,0,0,0,unknow
0,0,68,76,0,0,0,0,80,0,0,52,64,20,68,20,0,0,0,unknow
0,0,68,76,0,0,0,0,80,0,0,52,64,16,76,36,0,0,0,unknow
0,0,0,0,0,0,0,0,80,0,0,52,64,20,80,16,0,0,0,unknow
0,0,0,0,0,0,0,0,80,4,0,48,64,16,80,16,0,0,0,unknow
0,0,0,0,0,0,0,0,80,4,0,52,64,16,64,24,0,0,0,unknow
0,0,68,76,0,0,0,0,80,0,0,56,64,16,80,16,0,0,0,unknow
0,0,0,0,0,0,0,0,80,0,0,56,64,20,76,32,0,0,0,unknow
0,0,0,0,0,0,0,0,0,0,0,56,64,16,80,16,0,0,0,unknow
0,0,0,0,0,0,0,0,0,0,0,48,68,20,80,16,0,0,0,unknow
0,0,0,0,0,0,0,0,0,0,0,56,68,20,68,32,0,0,0,unknow
0,0,68,76,0,0,0,0,80,0,0,56,64,20,72,28,0,0,0,unknow
0,0,0,0,0,0,0,0,80,4,0,52,64,20,72,28,0,0,0,unknow
0,0,68,76,0,0,0,0,84,4,0,52,64,16,76,36,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,56,64,16,76,28,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,48,64,16,68,16,0,0,0,unknow
0,0,0,0,0,0,0,0,80,0,0,48,60,20,68,32,0,0,0,unknow
0,0,0,0,0,0,0,0,0,0,0,48,60,20,76,32,0,0,0,unknow
0,0,0,0,0,0,0,0,80,0,0,56,64,20,68,16,0,0,0,unknow
0,0,0,0,0,0,0,0,80,0,0,52,64,16,76,32,0,0,0,unknow
0,0,68,76,0,0,0,0,80,0,0,52,60,20,72,40,0,0,0,unknow
0,0,0,0,0,0,0,0,0,0,0,52,64,16,80,16,0,0,0,unknow
0,0,0,0,0,0,0,0,0,0,0,52,60,20,68,32,0,0,0,unknow
0,0,0,0,0,0,0,0,0,0,0,48,64,16,68,32,0,0,0,unknow
0,0,0,0,0,0,0,0,0,0,0,52,64,20,76,32,0,0,0,unknow
0,0,0,0,0,0,0,0,80,0,0,56,64,16,64,28,0,0,0,unknow
0,0,0,0,0,0,0,0,80,0,0,52,64,20,68,20,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,48,64,20,68,20,0,0,0,unknow
0,0,0,0,0,0,0,0,80,4,0,52,64,20,64,28,0,0,0,unknow
0,0,68,76,0,0,0,0,80,0,0,52,68,20,68,24,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,52,64,24,76,16,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,48,68,16,80,16,0,0,0,unknow
0,0,0,0,0,0,0,0,80,4,0,52,64,24,72,36,0,0,0,unknow
0,0,0,0,0,0,0,0,80,0,0,52,64,20,64,24,0,0,0,unknow
0,0,0,0,0,0,0,0,80,4,0,48,64,20,72,32,0,0,0,unknow
0,0,0,0,0,0,0,0,80,0,0,52,64,20,52,24,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,52,64,20,76,40,0,0,0,unknow
0,0,0,0,0,0,0,0,0,0,0,52,64,20,76,40,0,0,0,unknow
0,0,0,0,0,0,0,0,80,0,0,52,68,20,72,32,0,0,0,unknow
0,0,0,0,0,0,0,0,80,0,0,56,72,20,76,16,0,0,0,unknow
0,0,0,0,0,0,0,0,80,4,0,52,64,16,76,36,0,0,0,unknow
0,0,0,0,0,0,0,0,80,4,0,52,64,16,76,36,0,0,0,unknow
0,0,68,76,0,0,0,0,80,4,0,56,64,16,76,16,0,0,0,unknow
0,0,68,76,0,0,0,0,80,0,0,52,64,16,64,20,0,0,0,unknow
0,0,0,0,0,0,0,0,84,4,0,52,64,16,76,32,0,0,0,unknow
0,0,0,0,0,0,0,0,80,4,0,48,68,24,68,20,0,0,0,unknow
0,0,72,76,0,0,0,0,80,4,72,32,64,20,76,44,0,0,0,unknow
0,0,76,76,0,0,0,0,80,4,72,32,64,20,76,36,0,0,0,unknow
0,0,68,84,0,0,0,0,80,4,72,32,64,20,84,76,56,92,0,unknow
0,0,0,0,0,0,0,0,80,0,72,32,60,20,76,56,84,76,64,unknow
0,0,0,0,0,0,0,0,80,0,72,36,64,20,68,28,60,88,64,unknow
0,0,0,0,0,0,0,0,80,0,0,48,60,20,72,92,52,88,0,unknow
0,0,0,0,0,0,0,0,80,0,72,28,64,20,76,92,52,88,56,unknow
20,88,28,92,28,88,0,0,76,84,28,92,64,20,64,24,48,88,56,unknow
20,88,28,88,28,88,40,88,48,84,28,92,40,84,48,84,48,88,60,unknow
20,84,28,88,28,88,36,84,44,84,28,88,40,84,44,84,48,84,60,unknow
20,84,28,84,28,84,40,84,44,80,28,84,40,84,48,80,48,84,60,unknow
20,80,28,84,28,84,40,84,44,80,28,84,40,80,48,80,48,80,60,unknow
20,80,28,80,28,84,40,80,48,76,28,80,40,80,48,76,48,80,60,unknow
20,80,24,80,28,80,40,80,48,76,28,80,40,80,48,76,48,76,60,unknow
20,76,24,80,28,80,40,80,44,76,28,80,36,76,48,76,48,76,60,unknow
16,76,24,76,28,80,36,76,44,72,28,76,36,76,44,72,48,76,60,unknow
16,76,24,76,28,80,36,76,44,72,28,76,36,72,40,72,44,76,56,unknow
16,72,24,76,28,76,36,76,44,72,24,76,36,72,40,68,44,72,60,unknow
16,72,24,72,28,72,36,72,44,68,28,76,36,76,44,72,44,72,56,unknow
16,72,24,72,28,76,36,72,44,68,28,72,36,68,44,68,44,72,56,unknow
16,68,24,72,28,72,36,72,44,68,28,68,36,68,44,64,44,72,56,unknow
16,68,24,68,28,68,36,68,44,64,28,68,36,68,44,64,48,68,60,unknow
16,64,24,68,28,68,36,68,44,64,28,64,36,64,44,64,48,68,60,unknow
16,64,24,64,28,64,36,64,44,60,28,68,36,68,48,68,48,64,56,unknow
16,64,24,64,28,64,40,68,48,64,28,64,36,64,48,68,48,64,60,unknow
16,60,24,64,28,64,36,64,44,56,28,60,36,64,48,68,48,64,60,unknow
16,60,24,60,28,64,36,64,48,68,28,60,36,60,44,64,48,60,60,unknow
16,60,24,60,28,60,36,60,44,56,28,60,36,60,40,56,44,56,60,unknow
16,56,24,56,28,60,36,60,44,60,28,60,36,60,48,60,44,56,60,unknow
16,56,24,56,28,56,36,60,44,56,24,56,32,52,40,52,44,52,60,unknow
16,52,24,56,24,56,36,56,44,52,24,56,32,52,40,48,44,52,56,unknow
16,52,24,52,24,56,36,56,44,52,24,52,32,48,40,48,44,52,56,unknow
16,52,24,52,24,52,32,52,40,52,24,52,36,48,44,48,44,52,56,unknow
16,48,24,52,24,52,36,56,40,48,24,52,36,48,44,48,44,48,56,unknow
16,48,24,48,28,48,40,48,40,48,24,48,36,44,44,44,44,48,56,unknow
16,48,24,48,28,48,36,52,44,48,24,44,36,44,44,44,44,48,56,unknow
16,44,24,44,28,48,36,44,44,40,28,48,36,44,44,40,44,44,56,unknow
16,44,24,44,28,48,36,44,44,40,28,44,36,40,44,40,48,44,60,unknow
16,44,24,44,28,44,36,40,44,40,28,44,36,40,48,36,44,40,56,unknow
16,40,24,40,28,40,36,40,44,36,24,40,36,40,44,36,48,40,60,unknow
16,40,24,40,24,40,36,44,44,36,24,40,36,36,44,36,44,40,60,unknow
16,36,24,40,24,40,36,40,44,36,24,36,32,36,44,32,44,36,56,unknow
16,36,24,36,24,40,32,40,40,36,24,36,32,32,40,32,44,36,56,unknow
16,36,24,36,24,36,32,32,32,32,24,36,32,36,36,32,40,36,52,unknow
16,32,24,36,28,32,32,32,32,32,24,36,32,32,36,28,40,32,56,unknow
16,32,24,32,24,36,52,24,32,32,24,32,32,32,36,28,40,32,56,unknow
16,32,20,32,24,32,36,32,40,28,24,32,32,28,40,24,44,28,56,unknow
16,28,24,28,24,32,32,28,40,24,24,28,32,24,40,24,44,28,56,unknow
16,28,24,28,28,24,36,24,40,20,24,32,36,28,44,28,44,28,56,unknow
16,24,24,24,28,24,36,24,40,24,24,28,36,24,44,24,44,24,56,unknow
16,24,24,24,28,24,36,24,44,24,28,28,36,28,48,28,44,24,60,unknow
16,24,24,24,28,24,36,24,48,28,28,24,36,24,48,24,44,24,60,unknow
16,20,24,20,28,20,36,24,48,28,28,24,36,24,48,24,48,20,60,unknow
16,20,24,20,28,20,36,24,44,24,28,20,36,20,24,20,44,20,60,unknow
16,20,24,20,28,16,32,16,76,12,28,20,32,20,24,20,40,16,60,unknow
0,72,68,76,0,0,0,0,0,0,0,0,88,40,48,16,44,16,60,unknow
0,0,68,76,0,0,0,0,0,0,0,0,88,40,48,16,40,12,60,unknow
16,16,68,76,0,0,0,0,76,12,0,0,52,8,20,16,44,12,56,unknow
16,12,0,0,0,0,0,0,0,0,16,12,44,16,24,12,48,8,52,unknow
0,0,68,76,0,0,0,0,0,0,76,16,44,16,76,16,48,8,52,unknow
0,0,68,76,0,0,0,0,24,8,72,12,52,4,76,16,48,8,52,unknow
0,0,0,0,0,0,0,0,0,0,76,12,40,12,76,16,40,0,52,unknow
8,32,68,76,0,0,0,0,76,12,0,0,48,4,76,16,48,8,56,unknow
0,0,0,0,32,0,0,0,20,4,76,12,48,4,76,16,52,0,52,unknow
20,4,0,0,32,0,0,0,24,4,76,12,56,4,16,0,48,8,60,unknow
0,0,68,76,0,0,0,0,20,0,76,12,56,0,72,12,48,0,44,unknow
0,0,68,76,0,0,0,0,20,0,0,0,88,36,72,12,0,0,0,unknow
0,0,0,0,0,0,0,0,20,0,0,0,88,32,72,12,0,0,0,unknow
0,0,0,0,0,0,0,0,28,0,0,0,64,0,0,0,0,0,0,unknow
12,12,68,76,0,0,0,0,68,0,76,4,84,0,64,32,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,76,52,84,12,72,40,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,56,64,28,72,28,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,72,28,64,20,60,24,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,52,64,20,64,16,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,48,64,16,72,28,0,0,0,unknow
0,0,0,0,0,0,0,0,0,0,0,52,68,20,76,40,0,0,0,unknow
0,0,68,76,0,0,0,0,80,0,0,52,64,16,72,32,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,48,64,16,72,32,0,0,0,unknow
0,0,0,0,0,0,0,0,0,0,0,48,64,16,72,32,0,0,0,unknow
0,0,0,0,0,0,0,0,0,0,0,56,64,16,68,36,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,52,60,24,72,32,0,0,0,unknow
0,0,68,76,0,0,0,0,80,0,0,52,64,16,76,32,0,0,0,unknow
0,0,68,76,0,0,0,0,80,0,0,52,68,16,40,20,0,0,0,unknow
0,0,0,0,0,0,0,0,80,0,0,52,64,16,64,20,0,0,0,unknow
0,0,0,0,0,0,0,0,80,0,0,52,64,16,52,24,0,0,0,unknow
0,0,68,76,0,0,0,0,80,0,0,48,64,16,72,16,0,0,0,unknow
0,0,0,0,0,0,0,0,80,4,0,52,68,20,72,24,0,0,0,unknow
0,0,68,76,0,0,0,0,80,4,0,48,64,16,64,20,0,0,0,unknow
0,0,68,76,0,0,0,0,84,4,0,48,64,16,72,36,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,48,64,16,76,16,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,56,68,20,72,16,0,0,0,unknow
0,0,68,76,0,0,0,0,80,4,0,48,64,16,76,40,0,0,0,unknow
0,0,68,76,0,0,0,0,80,0,0,52,64,20,64,16,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,56,64,16,76,32,0,0,0,unknow
0,0,68,76,0,0,0,0,80,0,0,56,64,16,76,36,0,0,0,unknow
0,0,0,0,0,0,0,0,80,4,0,52,64,16,76,40,0,0,0,unknow
0,0,68,76,0,0,0,0,80,0,0,56,64,16,76,32,0,0,0,unknow
0,0,68,76,0,0,0,0,80,4,0,52,64,20,76,36,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,52,64,16,76,32,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,52,68,16,72,20,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,56,64,16,80,16,0,0,0,unknow
0,0,68,76,0,0,0,0,80,0,0,52,64,16,76,24,0,0,0,unknow
0,0,68,76,0,0,0,0,80,4,0,48,64,16,68,16,0,0,0,unknow
0,0,68,76,0,0,0,0,80,0,0,48,64,16,76,16,0,0,0,unknow
0,0,0,0,0,0,0,0,0,0,0,52,64,16,76,36,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,52,64,16,80,16,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,52,64,16,76,32,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,52,64,16,76,40,0,0,0,unknow
0,0,68,76,0,0,0,0,80,4,0,52,64,24,64,24,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,48,60,20,80,12,0,0,0,unknow
0,0,0,0,0,0,0,0,0,0,0,48,64,20,80,16,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,52,60,20,68,16,0,0,0,unknow
0,0,68,76,0,0,0,0,72,0,0,48,60,20,72,16,0,0,0,unknow
0,0,68,76,0,0,0,0,72,4,0,48,64,12,80,16,0,0,0,unknow
0,0,68,76,0,0,0,0,72,4,0,52,60,12,48,20,0,0,0,unknow
12,12,68,76,0,0,0,0,76,4,0,0,84,28,80,16,0,0,0,unknow
8,20,68,76,0,0,0,0,76,4,0,56,84,28,72,36,0,0,0,unknow
0,0,68,76,0,0,0,0,16,0,0,0,84,28,16,0,0,0,0,unknow
0,0,68,76,0,0,0,0,16,0,0,0,84,28,76,44,0,0,0,unknow
0,0,68,76,0,0,0,0,20,4,0,0,84,28,16,0,52,0,0,unknow
8,36,0,0,0,0,0,0,20,4,0,0,40,8,44,28,48,0,0,unknow
16,8,68,76,0,0,0,0,16,4,0,0,40,12,16,12,40,0,0,unknow
0,0,68,76,0,0,0,0,16,8,40,4,40,12,16,8,0,0,0,unknow
8,32,68,76,0,0,0,0,0,0,0,0,44,16,16,8,44,8,56,unknow
0,68,68,76,0,0,0,0,0,0,0,0,40,12,76,16,44,8,60,unknow
16,16,24,12,24,12,0,0,76,0,28,12,28,12,20,12,44,12,60,unknow
0,0,68,76,0,0,0,0,76,0,76,20,48,16,16,16,44,12,60,unknow
16,20,24,16,28,16,36,20,44,20,28,16,32,16,40,20,44,16,60,unknow
0,72,68,76,0,0,0,0,28,20,28,16,36,20,24,20,44,16,60,unknow
20,20,24,20,24,20,0,0,32,24,28,20,32,20,24,20,48,20,56,unknow
16,24,24,20,28,20,36,24,32,24,24,20,32,24,20,20,44,20,60,unknow
16,24,24,24,28,20,32,24,44,24,24,20,32,24,20,28,44,24,56,unknow
16,24,24,24,24,24,32,28,44,28,24,24,32,24,40,20,44,24,56,unknow
16,28,24,24,24,24,36,28,40,24,24,24,28,24,40,20,44,24,56,unknow
16,28,24,28,24,28,32,32,44,28,24,28,32,28,44,24,44,28,56,unknow
16,32,24,28,28,28,36,32,44,32,24,28,36,28,44,24,44,32,56,unknow
16,32,24,32,28,28,32,32,44,32,24,28,36,28,44,28,44,32,60,unknow
16,32,24,32,28,28,36,28,44,32,28,32,36,32,44,28,44,32,60,unknow
20,36,24,32,28,32,36,32,44,32,28,36,32,36,44,32,48,32,60,unknow
20,36,24,36,28,32,36,36,44,36,28,32,36,32,40,32,48,32,60,unknow
20,40,24,36,28,36,36,36,44,32,28,36,36,36,44,40,48,36,60,unknow
20,40,24,40,28,36,36,40,40,40,28,36,36,40,32,40,44,36,60,unknow
20,44,24,40,28,40,36,44,44,40,28,40,36,40,44,40,44,40,60,unknow
16,44,24,40,28,40,36,44,44,40,28,40,32,40,44,44,48,40,60,unknow
16,44,24,44,28,44,36,48,44,44,28,40,32,40,44,40,44,44,56,unknow
16,48,24,44,28,44,36,48,44,44,28,44,32,40,40,40,44,44,60,unknow
16,48,24,48,28,44,32,48,40,48,28,44,36,44,44,44,44,44,60,unknow
16,48,24,48,28,48,32,48,44,48,28,48,36,48,44,48,44,48,60,unknow
20,52,24,48,28,48,36,52,40,48,28,48,36,48,44,48,44,48,60,unknow
20,52,24,52,28,48,36,48,44,48,28,52,36,52,44,56,48,48,60,unknow
20,56,24,52,28,52,36,52,44,48,28,52,36,56,44,56,48,52,60,unknow
20,56,24,56,28,52,40,56,44,60,28,52,36,56,44,56,48,52,60,unknow
20,60,28,56,28,56,40,56,44,60,28,52,36,56,44,60,48,56,60,unknow
20,60,24,56,28,56,36,56,48,56,28,56,36,60,44,60,48,56,60,unknow
20,60,28,60,28,60,36,64,48,60,28,56,36,60,48,60,48,60,60,unknow
20,64,24,60,28,60,36,64,44,60,28,60,36,60,48,60,48,60,60,unknow
20,64,28,64,28,60,36,64,48,64,28,60,36,60,44,64,48,64,60,unknow
20,68,24,64,28,60,36,60,44,64,28,60,36,64,44,64,44,64,60,unknow
20,68,24,64,28,64,36,60,40,64,28,64,36,68,44,68,44,64,60,unknow
20,68,28,68,28,64,36,68,48,68,28,64,36,64,44,64,48,64,60,unknow
20,72,24,68,28,68,36,68,44,68,28,64,40,64,48,64,48,68,60,unknow
20,72,28,72,28,68,36,72,44,68,28,68,40,64,48,68,48,68,60,unknow
20,72,28,72,28,72,40,76,44,76,28,68,40,68,48,68,48,72,64,unknow
20,76,28,72,32,72,40,72,48,68,32,68,40,68,48,68,48,72,60,unknow
20,76,28,76,32,72,40,72,48,68,32,72,40,72,48,68,48,72,64,unknow
24,76,28,76,32,72,40,76,48,72,32,76,40,76,48,76,48,76,60,unknow
24,80,28,76,32,76,40,76,48,72,32,76,40,72,48,72,48,76,64,unknow
20,80,28,80,32,76,44,80,48,76,32,76,40,76,48,76,48,76,60,unknow
20,80,28,80,32,80,44,84,48,84,32,76,40,76,48,76,48,80,64,unknow
20,84,28,80,32,80,44,84,48,80,32,80,40,80,48,80,48,84,56,unknow
24,84,0,0,24,84,32,80,28,84,24,84,32,84,24,84,48,84,60,unknow
20,88,28,84,32,84,40,84,48,80,28,84,36,84,24,84,48,84,64,unknow
24,88,32,84,32,88,0,0,52,88,32,84,28,84,28,88,48,84,64,unknow
24,88,28,88,32,88,0,0,52,88,24,88,32,84,76,84,48,88,60,unknow
0,0,0,0,0,0,0,0,52,88,72,28,88,72,48,92,52,88,64,unknow
0,0,0,0,0,0,0,0,56,92,0,16,76,24,80,84,52,88,56,unknow
0,0,0,0,0,0,0,0,80,80,0,48,60,20,80,80,52,88,0,unknow
0,0,0,0,0,0,0,0,80,4,0,52,72,16,80,80,0,0,0,unknow
0,0,0,0,0,0,0,0,0,0,0,0,64,20,72,32,0,0,0,unknow
84,84,0,0,0,0,0,0,80,4,72,36,68,20,76,60,0,0,32,unknow
0,0,80,76,0,0,0,0,80,4,0,52,68,20,80,16,0,0,0,unknow
0,0,72,76,0,0,0,0,0,0,0,52,64,16,80,16,0,0,0,unknow
0,0,72,76,0,0,0,0,80,4,0,52,64,20,76,32,0,0,0,unknow
0,0,0,0,0,0,0,0,0,0,0,52,68,20,80,16,0,0,0,unknow
0,0,68,76,0,0,0,0,84,4,0,52,68,20,76,32,0,0,0,unknow
0,0,68,76,0,0,0,0,80,4,0,56,64,16,76,36,0,0,0,unknow
0,0,68,76,0,0,0,0,0,0,0,56,64,16,72,32,0,0,0,unknow
0,0,68,76,0,0,0,0,80,0,0,52,64,16,72,24,0,0,0,unknow
0,0,68,76,0,0,0,0,84,4,0,52,64,20,76,40,0,0,0,unknow
